col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15
103.87555875941065,99.76856972921743,221.37017541791542,28.824091868144393,189.7065527454342,57.62409861316316,163.72370417121468,142.54477194839586,37.16129390950862,17.74737456590299,156.7687645886262,64.80282277023899,62.68279968139079,2.4888135684253156,2.665642068748034
16.741425271427275,123.51155104856637,61.61797460975617,19.91374308566729,265.83627635605984,72.95330069673989,198.54058033544672,49.7308176483308,196.74892581722153,68.81312355159743,73.0894880515224,56.41245909817989,38.91634799473939,20.36731280971282,144.60815064973798
175.94191633461486,95.69202719702419,33.85968904949304,18.89895532393308,220.437683486963,21.2048681543127,201.96303313306726,106.3724859391611,12.913548889881868,114.47807436169968,100.58608211883897,92.09819593426938,101.46039184661791,163.6755921161548,48.503301080168995
60.17071477864354,198.8945266325043,93.93415337129923,6.294723232103415,68.20680981345745,33.157232435764215,188.7685164825986,5.654929360403023,79.0800001785683,62.381261044729506,193.19414965561674,220.64416463292193,41.241428327393095,54.94419193746807,54.58879728812129
75.2384580877469,91.86954084088312,10.755143492317384,110.70664346984698,42.27700721726817,117.05345933793868,90.63934506532405,199.24147096054418,32.696157617215384,74.17955170046812,163.54108784874302,210.8026618621381,4.974915769808611,22.900620350087493,45.19085067204023
98.35176795958725,173.88032643586098,206.17732534134655,125.7623200535817,106.126861354471,66.83864566055044,168.12358353320127,245.38737021450268,57.772191950432,51.544979937699296,49.922509571056324,64.66236465526941,13.369626766575985,212.20204341367167,18.375910010230847
8.943043101076865,61.6558159501849,73.76654825434407,134.53938407196569,9.258510419877444,4.735878794340123,26.794094458062123,94.14126780840331,18.28649374667116,49.766109194176636,56.83902466185248,91.8515345652516,160.4560477807211,110.69339487829014,36.77673536982407
63.04827989456025,125.9298365974568,38.6397124110076,121.52391435356071,62.77876562274201,141.56773487149857,34.91111609764791,161.5976569578621,16.045451203711263,19.46084243385984,59.720594254938874,40.476128371943325,76.05460520258653,104.27647576543765,2.7810433761929163
192.46244019921767,127.8047654401122,69.58986378773875,26.527386893166288,77.88618299518032,59.678172080403534,104.14814495911719,57.26582613823775,89.78650026643727,311.2039425149217,103.07072743789702,216.55068385740873,80.59927750551503,131.22752279991576,25.81809757979831
10.547691573306604,18.929660337112274,66.32723181084428,169.63208360086043,72.78841961701814,60.12368853749387,172.56521681238027,118.8233271831366,122.32181572605599,24.811357498523044,90.55734508749143,189.44811248827708,43.49431383775255,8.000776565261365,115.98357338448884
234.06409141558407,107.0213765136636,18.48149387017994,37.55216741989066,109.55360293844343,135.00807514117238,161.22675086813058,30.36222867749583,15.462519695799953,193.4931516762614,49.17080353321987,265.5116742746197,186.49019655325824,56.733991261921545,93.64682605540379
42.811638569641204,125.65858069407912,89.25890582128166,101.284271606714,124.57336880089736,237.85604277974463,43.6886572911623,36.24932660625951,47.781460666276395,116.10602834170626,77.74048201223609,74.00014568212848,150.08795965238843,67.97606151889298,13.739511268773482
102.84395526095108,41.392664878370525,104.010487815055,28.11623868966763,188.64649250065213,78.08251228853892,3.370956036395882,104.64785265330931,176.96224708447352,78.42766820965797,91.04845446097126,77.50665875442192,34.96159365223846,83.530860882573,127.86924943604039
217.2167261817144,89.4382621218233,51.96475842937141,7.391562641260648,49.584795702375175,65.51969215293639,179.79570997945805,175.0770025725723,69.12661832433974,48.651985711084016,76.85415586386165,85.09915484260976,10.18233884644506,22.564334107985783,33.27319243030871
130.9938712529463,55.62420477851059,166.6608299948783,12.485250278932607,35.107499892921204,23.466793061861317,222.21291636985748,15.370545693830767,9.482532969828444,61.11968215572017,2.5853372727038977,56.81033931186621,19.645184659945528,122.72554065675989,91.51680904920325
29.012436209410204,74.23147591547308,127.4348169829417,32.62560471625965,44.75346585415054,65.69181535241691,46.66203771841798,102.46853770928297,61.16988701070483,162.8598035128901,177.13205141968987,129.03080202396512,101.35729515832972,47.798458145921984,175.61696851911356
244.26464804697815,17.004115004352823,93.399223474367,165.6707667306287,65.5430810095442,5.125648301248883,190.61493475784866,136.25561103413526,26.04863479152939,257.5670506934331,71.22386106955231,57.57179402693057,201.78535953828845,55.258323161623665,46.59555828337897
61.630031980569235,85.4145957869994,144.52399356471253,73.37158321264242,152.48588003287563,141.99410121142563,22.42587486708215,42.93150489245494,22.03395514682721,150.81117596089885,3.6606517722084035,51.5520003075861,55.88190825045658,68.60655430397836,29.392154976688435
77.35180040805072,70.84006289987454,46.601340443236715,71.07031043137995,15.877086997425463,4.319199619406903,65.8414936516507,62.68259523990357,7.012252184397718,55.77331096937678,55.05578094684368,0.13883438847784876,69.13926673253394,3.9659979761774973,16.717808608316766
87.43465127203355,87.4271602866026,127.84378115564652,146.77007928582978,22.143673730588326,163.19785345697275,48.99443716796779,96.93711771448403,214.60003927511607,45.83815923154191,23.78048420599046,16.458875759365036,78.50075464766458,34.049902897631775,29.824707620797454
150.9764307453123,16.95846419960536,77.08867128159896,16.766957209482126,133.70177904805496,52.25948466231104,69.04998858878359,162.59662946716583,136.61103520080314,148.92103557224485,219.44358808845195,40.17590742909802,153.03740306224284,103.29788275417184,161.25306872536322
39.02618167251607,65.21314710356506,143.91772769993872,22.431261914638213,114.7329418594156,23.67550198353508,44.154232530288624,74.71430996920387,65.51558676953356,106.28304311704989,121.25961490355313,107.62364998170872,74.44344446116989,277.98628087171437,72.40039945490402
69.25893302673468,71.33760511198413,62.429314244844306,44.103060178387345,128.3489337752248,99.1547750382521,136.8978569032792,180.29305920324035,52.66145279552785,75.85226836058372,29.27981746540104,173.63673789201778,9.509139069335093,23.911719256256404,9.069136204195578
13.166643264529702,48.38536709713202,31.836576270131832,120.15636615153937,34.05386122664045,6.613983104539667,214.33507506068366,111.58186418845708,28.6966755325357,44.707870071656416,5.9143852703166,66.49866622358628,232.36463453012055,89.59248696671644,10.415166801816312
231.9443185251226,182.538736812575,45.221129529129264,187.7632925912924,57.88254999011032,48.58076839778398,51.31908772794886,118.11403348719911,81.16219859056002,88.17182343691216,253.71590484350287,24.64289010289489,95.97052137350867,172.53775899838192,7.213928085884154
202.44274884737771,125.14523861989588,69.56997274680789,75.01418090495032,9.161604655991598,76.44069838104585,47.85020915627306,35.290598292626726,21.229776086232995,83.67869408701571,115.6388435728307,83.69081177254306,154.17058880633618,79.26887544910056,97.79357038055477
40.86755127936046,21.737755519480203,39.820792087983556,17.029951442356595,17.756648203503893,11.540599433314108,21.224218840113018,59.12689991938442,172.2441299290183,9.844434814225858,80.15712713728632,77.35568817628531,146.53624551722297,51.9887336910694,4.526728656785655
43.6059275653988,80.13947224086577,84.09182759444283,92.52478108392026,47.39439012873334,179.96963217005128,27.47409455384317,127.1666092338783,33.99634763304847,188.91242628304914,88.15536025971679,92.24270450638735,178.20298966478256,41.50371046920562,15.48831063625085
206.6588499788519,102.06846926291423,44.12232167285994,206.08516554812832,47.35167072485362,24.32039841647403,36.39150530521079,41.006554271569826,136.29096082507988,9.441225121718317,42.24585877912886,9.096550607198095,2.141148879223355,44.46558284191047,40.20335287311955
38.56719277872894,61.61500503203444,17.363112214405437,101.56561735282357,8.302839247141277,4.5661308686032225,78.71932781290063,43.54104504357754,10.0652745929363,10.018643452077564,88.95537390874875,154.2003470855796,136.50939908490176,15.816178065068337,38.93462555876971
149.76193537602012,131.76508148919746,81.62236372804037,55.052883668940275,32.67807481798544,36.27873683200796,61.74352169319626,189.46968790620727,223.60846160355945,92.43387870068457,182.03877314402135,12.102203722971003,86.75269040541397,4.900258840813654,122.85901859171133
